age;job;marital;education;default;balance;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;deposit
44;technician;divorced;professional.course;unknown;;yes;no;cellular;apr;thu;172;2;;0;nonexistent;no
31;blue-collar;married;basic.4y;no;;yes;no;cellular;apr;thu;39;1;;1;failure;no
52;blue-collar;divorced;basic.4y;no;;no;no;cellular;apr;thu;474;2;;0;nonexistent;no
29;admin.;single;high.school;no;;yes;no;cellular;apr;thu;275;1;;0;nonexistent;no
32;admin.;married;university.degree;no;;yes;no;cellular;apr;thu;361;1;;1;failure;no
24;management;single;university.degree;no;;yes;no;cellular;apr;thu;124;1;;0;nonexistent;no
44;blue-collar;married;high.school;unknown;;yes;no;cellular;apr;thu;253;1;;1;failure;no
29;blue-collar;single;basic.9y;no;;unknown;unknown;cellular;apr;thu;350;1;;1;failure;no
46;technician;married;professional.course;no;;yes;no;cellular;apr;thu;309;1;;1;failure;no
54;management;married;university.degree;no;;no;no;cellular;apr;thu;339;1;;0;nonexistent;no
26;blue-collar;married;basic.9y;no;;yes;no;cellular;apr;thu;77;3;;0;nonexistent;no
37;admin.;married;university.degree;no;;no;no;cellular;apr;thu;58;3;;0;nonexistent;no
40;entrepreneur;married;basic.9y;no;;yes;no;cellular;apr;thu;125;2;;0;nonexistent;no
35;admin.;married;professional.course;no;;no;yes;cellular;apr;thu;34;1;;0;nonexistent;no
27;blue-collar;single;basic.4y;no;;yes;no;cellular;apr;thu;191;2;;1;failure;no
45;services;divorced;basic.4y;no;;no;yes;cellular;apr;thu;1579;1;;1;failure;yes
40;services;married;high.school;no;;yes;no;cellular;apr;thu;228;2;;0;nonexistent;no
41;blue-collar;married;basic.4y;no;;no;no;cellular;apr;thu;316;1;;1;failure;no
43;management;married;unknown;unknown;;no;no;cellular;apr;thu;177;1;;0;nonexistent;no
43;management;married;unknown;unknown;;no;yes;cellular;apr;thu;35;1;;0;nonexistent;no
32;admin.;single;university.degree;no;;yes;no;cellular;apr;thu;495;1;;0;nonexistent;yes
51;blue-collar;married;basic.6y;no;;yes;no;cellular;apr;thu;150;1;;0;nonexistent;no
37;admin.;single;high.school;no;;no;no;cellular;apr;thu;617;1;;1;failure;no
35;admin.;single;high.school;no;;yes;no;cellular;apr;thu;352;1;;0;nonexistent;no
37;technician;divorced;professional.course;no;;yes;no;cellular;apr;thu;211;1;;0;nonexistent;no
50;blue-collar;married;basic.9y;unknown;;yes;no;cellular;apr;thu;99;1;;1;failure;no
59;blue-collar;married;basic.9y;no;;yes;no;cellular;apr;thu;177;1;;0;nonexistent;no
38;entrepreneur;married;university.degree;unknown;;yes;no;cellular;apr;thu;137;1;;0;nonexistent;no
39;blue-collar;married;unknown;unknown;;no;no;cellular;apr;thu;156;1;;1;success;no
45;blue-collar;married;unknown;no;;yes;no;cellular;apr;thu;268;1;;1;failure;no
31;technician;single;professional.course;no;;yes;no;cellular;apr;thu;270;1;;1;failure;no
56;admin.;married;basic.9y;no;;no;no;cellular;apr;thu;94;1;;0;nonexistent;no
38;technician;married;professional.course;no;;yes;no;cellular;apr;thu;54;1;;0;nonexistent;no
32;admin.;single;university.degree;no;;no;no;cellular;apr;thu;670;1;;0;nonexistent;no
47;admin.;single;high.school;no;;no;no;cellular;apr;thu;1025;1;;0;nonexistent;yes
46;self-employed;divorced;basic.9y;no;;yes;yes;cellular;apr;thu;168;1;;0;nonexistent;no
47;admin.;single;high.school;no;;yes;yes;cellular;apr;thu;1122;1;;0;nonexistent;no
55;management;married;basic.4y;unknown;;no;no;cellular;apr;thu;98;1;;0;nonexistent;no
43;management;married;unknown;unknown;;no;no;cellular;apr;thu;75;2;;0;nonexistent;no
26;admin.;single;university.degree;no;;unknown;unknown;cellular;apr;thu;176;1;;0;nonexistent;no
36;blue-collar;married;unknown;no;;yes;yes;cellular;apr;thu;90;1;;1;failure;no
31;blue-collar;married;basic.9y;no;;yes;no;cellular;apr;thu;172;1;;0;nonexistent;no
41;self-employed;married;university.degree;no;;yes;no;cellular;apr;thu;884;1;;1;failure;no
29;admin.;single;university.degree;no;;no;no;cellular;apr;thu;298;4;;0;nonexistent;yes
69;retired;married;unknown;no;;no;no;cellular;apr;thu;117;1;;0;nonexistent;no
36;blue-collar;married;unknown;no;;no;no;cellular;apr;thu;1174;1;;0;nonexistent;yes
27;admin.;single;high.school;no;;no;no;cellular;apr;thu;229;1;;0;nonexistent;no
27;admin.;single;high.school;no;;no;no;cellular;apr;thu;284;1;;1;failure;no
44;blue-collar;married;basic.6y;no;;yes;no;telephone;apr;thu;272;2;;1;failure;no
19;student;single;basic.9y;no;;no;no;cellular;apr;thu;165;3;;0;nonexistent;no
45;blue-collar;married;basic.9y;unknown;;yes;no;cellular;apr;thu;244;1;;0;nonexistent;no
70;retired;married;unknown;no;;yes;no;cellular;apr;thu;346;2;;0;nonexistent;yes
47;entrepreneur;married;university.degree;no;;yes;no;cellular;apr;thu;150;1;;0;nonexistent;no
20;student;single;high.school;no;;yes;no;telephone;apr;thu;80;1;;0;nonexistent;no
31;blue-collar;married;basic.9y;no;;yes;yes;cellular;apr;thu;126;2;;2;failure;no
47;blue-collar;married;basic.9y;no;;yes;no;cellular;apr;thu;693;2;;0;nonexistent;no
33;blue-collar;divorced;basic.9y;unknown;;no;no;cellular;apr;thu;129;1;;0;nonexistent;no
32;admin.;single;university.degree;no;;yes;no;cellular;apr;thu;83;1;;0;nonexistent;no
38;services;married;high.school;no;;yes;no;cellular;apr;thu;144;1;;0;nonexistent;no
31;blue-collar;married;basic.9y;no;;yes;no;cellular;apr;thu;257;2;;1;failure;no
50;self-employed;married;university.degree;no;;yes;no;cellular;apr;thu;1463;2;;0;nonexistent;yes
42;entrepreneur;married;basic.9y;no;;yes;no;cellular;apr;thu;76;3;;0;nonexistent;no
33;technician;married;professional.course;no;;no;no;cellular;apr;thu;285;1;;0;nonexistent;yes
37;blue-collar;married;basic.9y;no;;yes;no;cellular;apr;thu;218;1;;1;failure;no
34;blue-collar;married;basic.4y;unknown;;yes;no;cellular;apr;thu;570;2;;0;nonexistent;no
42;blue-collar;married;basic.4y;no;;yes;no;cellular;apr;thu;174;2;;2;failure;no
29;blue-collar;single;basic.9y;no;;unknown;unknown;cellular;apr;thu;462;1;;0;nonexistent;no
26;student;single;university.degree;no;;yes;no;cellular;apr;thu;76;4;;0;nonexistent;no
45;entrepreneur;married;basic.4y;unknown;;no;no;cellular;apr;thu;281;1;;0;nonexistent;no
37;admin.;married;professional.course;no;;yes;no;cellular;apr;thu;1087;2;;1;failure;no
44;blue-collar;married;basic.4y;no;;yes;no;cellular;apr;thu;178;1;;0;nonexistent;no
33;technician;married;professional.course;no;;no;yes;cellular;apr;thu;667;1;;0;nonexistent;yes
37;technician;divorced;professional.course;no;;yes;no;cellular;apr;thu;62;1;;1;failure;no
29;admin.;divorced;basic.9y;no;;yes;no;cellular;apr;thu;114;4;;0;nonexistent;no
41;services;married;high.school;no;;yes;no;cellular;apr;thu;60;2;;0;nonexistent;no
47;blue-collar;married;basic.9y;no;;yes;no;cellular;apr;thu;563;1;;0;nonexistent;no
35;unemployed;married;professional.course;no;;yes;no;cellular;apr;thu;79;1;;0;nonexistent;no
53;services;divorced;high.school;unknown;;yes;no;cellular;apr;thu;198;1;;0;nonexistent;no
38;admin.;married;high.school;no;;yes;no;cellular;apr;thu;118;2;;1;failure;no
27;admin.;single;high.school;no;;no;no;cellular;apr;thu;314;2;;1;failure;no
28;blue-collar;single;basic.9y;unknown;;yes;no;cellular;apr;thu;241;1;;0;nonexistent;no
53;services;divorced;high.school;unknown;;no;yes;cellular;apr;thu;653;1;;0;nonexistent;no
59;blue-collar;married;basic.9y;no;;yes;no;cellular;apr;thu;66;1;;1;failure;no
40;management;married;basic.6y;no;;yes;no;cellular;apr;thu;77;1;;1;failure;no
24;blue-collar;married;basic.9y;no;;no;no;cellular;apr;thu;178;1;;0;nonexistent;no
24;admin.;single;university.degree;no;;yes;no;cellular;apr;thu;127;1;;0;nonexistent;yes
33;services;single;basic.9y;no;;yes;no;cellular;apr;thu;483;2;;0;nonexistent;no
33;admin.;single;university.degree;no;;yes;no;cellular;apr;thu;308;1;;0;nonexistent;no
49;management;married;university.degree;no;;no;no;cellular;apr;thu;289;1;;1;failure;no
49;management;married;university.degree;no;;yes;no;cellular;apr;thu;44;1;;0;nonexistent;no
34;technician;married;university.degree;no;;yes;yes;cellular;apr;thu;168;1;;0;nonexistent;no
32;technician;married;university.degree;no;;no;no;telephone;apr;thu;130;1;;0;nonexistent;no
70;retired;married;unknown;no;;yes;yes;cellular;apr;thu;96;1;;0;nonexistent;no
34;blue-collar;married;basic.4y;unknown;;yes;no;cellular;apr;thu;249;2;;0;nonexistent;no
24;admin.;single;university.degree;no;;yes;no;telephone;apr;thu;100;1;;0;nonexistent;no
29;services;single;basic.9y;unknown;;yes;no;cellular;apr;thu;105;2;;0;nonexistent;no
30;admin.;single;high.school;no;;no;no;cellular;apr;thu;75;1;;0;nonexistent;no
56;services;divorced;high.school;unknown;;yes;no;cellular;apr;thu;144;2;;0;nonexistent;no
46;blue-collar;married;basic.4y;no;;no;no;cellular;apr;thu;357;2;;0;nonexistent;no
46;entrepreneur;married;university.degree;no;;yes;yes;cellular;apr;thu;285;5;;0;nonexistent;no
37;admin.;married;professional.course;no;;yes;yes;cellular;apr;thu;700;5;;0;nonexistent;yes
45;blue-collar;married;basic.4y;no;;no;no;cellular;apr;thu;257;2;;1;failure;no
39;admin.;married;high.school;no;;yes;no;cellular;apr;thu;487;3;;0;nonexistent;no
48;services;divorced;high.school;unknown;;no;no;cellular;apr;thu;235;2;;1;failure;no
41;services;single;university.degree;no;;no;no;cellular;apr;thu;290;2;;0;nonexistent;no
31;admin.;married;high.school;no;;no;no;cellular;apr;thu;125;2;;0;nonexistent;no
50;unemployed;married;basic.4y;unknown;;yes;no;cellular;apr;thu;241;2;;1;failure;no
55;blue-collar;married;basic.4y;no;;yes;yes;cellular;apr;thu;772;4;;0;nonexistent;no
32;blue-collar;divorced;basic.4y;no;;no;no;cellular;apr;thu;657;4;;0;nonexistent;no
29;admin.;single;high.school;no;;yes;yes;cellular;apr;thu;123;3;;1;success;no
37;entrepreneur;married;professional.course;no;;no;no;cellular;apr;thu;255;2;;0;nonexistent;no
46;technician;married;university.degree;no;;yes;no;cellular;apr;thu;375;2;;0;nonexistent;no
32;admin.;single;university.degree;no;;yes;no;cellular;apr;thu;386;2;;0;nonexistent;no
53;management;married;high.school;no;;yes;no;cellular;apr;thu;280;2;;1;failure;no
32;blue-collar;married;basic.4y;no;;no;no;cellular;apr;thu;772;2;;1;failure;no
42;admin.;divorced;high.school;no;;no;no;cellular;apr;thu;380;3;;0;nonexistent;no
38;admin.;married;high.school;no;;yes;no;cellular;apr;thu;302;2;;1;failure;no
47;admin.;married;basic.6y;unknown;;yes;no;cellular;apr;thu;399;2;;1;failure;no
46;self-employed;divorced;basic.9y;no;;yes;no;cellular;apr;thu;453;2;;0;nonexistent;no
45;entrepreneur;married;university.degree;no;;yes;no;cellular;apr;thu;567;2;;0;nonexistent;no
40;services;single;high.school;no;;yes;no;cellular;apr;thu;91;2;;1;failure;no
37;technician;single;high.school;no;;yes;no;cellular;apr;thu;44;2;;0;nonexistent;no
24;management;single;university.degree;no;;no;no;cellular;apr;thu;640;2;;0;nonexistent;no
38;services;married;basic.9y;no;;yes;no;cellular;apr;thu;417;2;;0;nonexistent;no
50;blue-collar;married;basic.9y;no;;yes;no;cellular;apr;thu;1365;2;;1;failure;yes
40;admin.;divorced;university.degree;no;;yes;no;cellular;apr;thu;194;2;;0;nonexistent;no
31;blue-collar;married;basic.9y;unknown;;yes;no;cellular;apr;thu;176;3;;0;nonexistent;no
28;technician;single;professional.course;no;;unknown;unknown;cellular;apr;thu;71;2;;1;failure;no
37;technician;single;high.school;no;;yes;no;telephone;apr;thu;63;2;;2;failure;no
39;admin.;divorced;high.school;no;;yes;yes;cellular;apr;thu;433;2;;0;nonexistent;no
42;entrepreneur;married;basic.9y;no;;no;yes;cellular;apr;thu;127;2;;0;nonexistent;no
52;retired;married;basic.4y;unknown;;yes;yes;cellular;apr;thu;449;2;;0;nonexistent;no
32;services;single;high.school;no;;no;no;cellular;apr;thu;472;2;;0;nonexistent;no
39;services;single;high.school;no;;yes;no;cellular;apr;thu;1007;3;;1;failure;no
33;technician;married;professional.course;no;;no;yes;cellular;apr;thu;383;3;;1;failure;no
41;blue-collar;divorced;basic.4y;no;;yes;no;cellular;apr;thu;256;3;;1;failure;no
36;blue-collar;single;high.school;no;;yes;no;telephone;apr;thu;668;3;;1;failure;no
36;entrepreneur;married;university.degree;no;;no;no;cellular;apr;thu;211;2;;0;nonexistent;no
24;blue-collar;married;professional.course;unknown;;no;no;cellular;apr;thu;348;2;;0;nonexistent;no
44;admin.;married;high.school;no;;no;no;cellular;apr;thu;792;2;;0;nonexistent;no
41;blue-collar;married;high.school;no;;no;yes;telephone;apr;thu;55;2;;0;nonexistent;no
47;entrepreneur;married;university.degree;no;;yes;no;cellular;apr;thu;282;2;;0;nonexistent;no
27;admin.;single;high.school;no;;no;no;telephone;apr;thu;198;3;;0;nonexistent;no
31;blue-collar;married;basic.9y;no;;no;no;cellular;apr;thu;104;1;;1;failure;no
45;technician;single;professional.course;no;;no;no;cellular;apr;thu;370;3;;1;failure;no
50;blue-collar;married;basic.9y;unknown;;yes;no;cellular;apr;thu;1285;2;;1;failure;no
28;technician;single;high.school;no;;yes;yes;cellular;apr;thu;48;4;;1;failure;no
41;blue-collar;divorced;basic.4y;no;;no;yes;cellular;apr;thu;316;2;;0;nonexistent;no
38;technician;divorced;high.school;no;;yes;yes;cellular;apr;thu;279;3;;1;failure;no
33;blue-collar;married;basic.9y;no;;no;no;cellular;apr;thu;225;1;;1;success;no
56;admin.;married;basic.9y;no;;yes;no;cellular;apr;thu;299;2;;0;nonexistent;yes
47;blue-collar;married;basic.9y;no;;yes;no;telephone;apr;thu;193;1;;0;nonexistent;no
44;admin.;single;high.school;no;;yes;no;cellular;apr;thu;804;2;;1;failure;no
55;admin.;married;university.degree;no;;yes;no;cellular;apr;thu;211;3;;0;nonexistent;no
36;admin.;single;university.degree;no;;yes;no;cellular;apr;thu;274;2;;0;nonexistent;no
31;admin.;married;high.school;no;;yes;no;cellular;apr;thu;399;1;;0;nonexistent;no
38;entrepreneur;married;basic.4y;unknown;;yes;no;cellular;apr;thu;691;1;;0;nonexistent;no
28;self-employed;married;university.degree;no;;yes;no;cellular;apr;thu;344;1;;0;nonexistent;no
30;blue-collar;married;basic.9y;no;;yes;no;telephone;apr;thu;426;3;;0;nonexistent;yes
25;student;single;university.degree;no;;no;no;cellular;apr;thu;539;1;;0;nonexistent;no
40;services;married;high.school;no;;no;no;cellular;apr;thu;161;1;;0;nonexistent;yes
44;management;married;university.degree;no;;yes;no;cellular;apr;thu;137;2;;0;nonexistent;no
44;entrepreneur;divorced;university.degree;no;;yes;no;cellular;apr;thu;580;1;;1;failure;no
50;services;single;basic.6y;unknown;;no;no;cellular;apr;thu;119;1;;1;success;no
45;services;divorced;basic.4y;no;;no;no;cellular;apr;thu;296;1;;0;nonexistent;no
40;management;married;basic.6y;no;;yes;no;cellular;apr;thu;179;1;;0;nonexistent;no
50;services;single;basic.6y;unknown;;no;no;cellular;apr;thu;169;1;;0;nonexistent;no
50;services;single;basic.6y;unknown;;yes;no;cellular;apr;thu;429;1;;0;nonexistent;no
28;technician;married;basic.9y;no;;yes;no;cellular;apr;thu;137;1;;0;nonexistent;no
36;blue-collar;married;unknown;no;;yes;no;cellular;apr;thu;466;4;;0;nonexistent;no
28;technician;married;basic.9y;no;;no;no;cellular;apr;thu;263;1;;0;nonexistent;no
28;technician;married;basic.9y;no;;yes;no;cellular;apr;thu;75;1;;0;nonexistent;no
23;blue-collar;single;basic.4y;no;;yes;no;telephone;apr;thu;287;1;;0;nonexistent;no
43;management;married;university.degree;unknown;;no;no;cellular;apr;thu;176;1;;0;nonexistent;no
28;technician;married;basic.9y;no;;no;no;cellular;apr;thu;442;1;;0;nonexistent;no
44;blue-collar;married;basic.6y;no;;yes;no;cellular;apr;thu;304;1;;0;nonexistent;no
55;management;married;basic.4y;unknown;;no;no;cellular;apr;thu;594;2;;0;nonexistent;no
28;technician;married;basic.9y;no;;yes;no;cellular;apr;thu;772;1;;0;nonexistent;no
30;services;married;high.school;no;;no;no;cellular;apr;thu;647;2;;1;failure;no
45;blue-collar;married;unknown;no;;yes;no;cellular;apr;thu;263;1;;0;nonexistent;no
25;student;married;university.degree;no;;yes;yes;telephone;apr;thu;127;7;;0;nonexistent;no
47;entrepreneur;divorced;high.school;no;;no;no;cellular;apr;thu;71;5;;0;nonexistent;no
45;blue-collar;married;unknown;no;;yes;no;cellular;apr;thu;432;1;;0;nonexistent;no
59;blue-collar;married;basic.9y;no;;no;no;cellular;apr;thu;332;2;;1;failure;no
45;blue-collar;married;unknown;no;;no;no;cellular;apr;thu;829;1;;0;nonexistent;no
45;blue-collar;married;unknown;no;;yes;yes;cellular;apr;thu;614;1;;1;failure;no
45;blue-collar;married;unknown;no;;yes;no;cellular;apr;thu;797;1;;0;nonexistent;no
31;student;single;unknown;unknown;;no;no;cellular;apr;thu;102;1;;1;failure;no
29;blue-collar;single;basic.6y;no;;yes;yes;cellular;apr;thu;1410;1;;1;failure;no
45;blue-collar;married;unknown;no;;yes;no;cellular;apr;thu;944;1;;1;failure;yes
31;student;single;unknown;unknown;;no;yes;cellular;apr;thu;246;1;;1;failure;no
34;blue-collar;married;basic.9y;no;;no;no;cellular;apr;thu;234;1;;1;failure;no
26;student;single;university.degree;no;;no;yes;cellular;apr;thu;551;2;;0;nonexistent;yes
31;student;single;unknown;unknown;;yes;no;cellular;apr;thu;427;1;;1;failure;no
34;blue-collar;married;basic.9y;no;;no;no;cellular;apr;thu;340;1;;1;failure;no
42;blue-collar;married;basic.4y;no;;no;yes;cellular;apr;thu;579;3;;0;nonexistent;no
47;services;married;basic.9y;no;;yes;no;cellular;apr;thu;561;3;;0;nonexistent;no
31;student;single;unknown;unknown;;yes;no;cellular;apr;thu;1156;1;;1;failure;yes
39;blue-collar;married;unknown;unknown;;yes;no;cellular;apr;thu;307;1;;0;nonexistent;no
43;admin.;single;high.school;no;;yes;no;cellular;apr;fri;192;2;;1;failure;no
42;entrepreneur;married;university.degree;unknown;;no;no;cellular;apr;fri;46;4;;0;nonexistent;no
33;management;married;basic.9y;no;;no;yes;cellular;apr;fri;71;2;;0;nonexistent;no
35;blue-collar;single;basic.9y;unknown;;yes;no;telephone;apr;fri;109;3;;0;nonexistent;no
51;blue-collar;married;basic.9y;unknown;;yes;no;cellular;apr;fri;35;1;;1;failure;no
42;admin.;single;high.school;no;;no;no;cellular;apr;fri;377;2;;0;nonexistent;no
51;blue-collar;married;basic.9y;unknown;;yes;no;cellular;apr;fri;81;1;;1;failure;no
37;blue-collar;single;professional.course;no;;no;no;cellular;apr;fri;360;1;;0;nonexistent;no
38;admin.;single;high.school;no;;yes;no;cellular;apr;fri;141;1;;2;failure;no
29;admin.;married;university.degree;no;;yes;no;cellular;apr;fri;430;1;;0;nonexistent;no
37;blue-collar;single;basic.9y;no;;no;no;cellular;apr;fri;282;1;;0;nonexistent;no
47;technician;married;professional.course;unknown;;yes;no;cellular;apr;fri;260;1;;0;nonexistent;no
47;admin.;married;university.degree;unknown;;no;no;cellular;apr;fri;226;1;;1;failure;no
38;blue-collar;married;basic.9y;unknown;;no;no;cellular;apr;fri;164;1;;0;nonexistent;no
37;blue-collar;married;basic.4y;no;;no;yes;cellular;apr;fri;125;4;;0;nonexistent;no
41;admin.;divorced;high.school;no;;no;no;cellular;apr;fri;620;1;;0;nonexistent;no
34;technician;married;professional.course;no;;no;no;cellular;apr;fri;141;2;;0;nonexistent;no
42;blue-collar;married;basic.4y;unknown;;no;no;cellular;apr;fri;557;1;;0;nonexistent;no
48;blue-collar;married;basic.9y;no;;no;no;cellular;apr;fri;50;1;;0;nonexistent;no
39;admin.;married;high.school;unknown;;yes;no;cellular;apr;fri;222;1;;1;failure;no
42;blue-collar;married;unknown;no;;yes;no;cellular;apr;fri;434;1;;0;nonexistent;no
37;blue-collar;married;basic.4y;no;;no;no;cellular;apr;fri;180;2;;0;nonexistent;no
19;student;single;unknown;no;;yes;no;cellular;apr;fri;156;1;;0;nonexistent;yes
45;management;married;university.degree;no;;yes;no;cellular;apr;fri;345;1;;0;nonexistent;no
25;technician;single;university.degree;no;;no;no;cellular;apr;fri;118;1;;0;nonexistent;no
48;admin.;divorced;unknown;no;;no;no;cellular;apr;fri;85;1;;0;nonexistent;no
36;blue-collar;married;basic.6y;no;;yes;no;cellular;apr;fri;233;2;;0;nonexistent;no
41;management;married;university.degree;no;;yes;yes;cellular;apr;fri;249;1;;0;nonexistent;no
35;services;single;high.school;no;;yes;no;cellular;apr;fri;179;1;;0;nonexistent;no
54;entrepreneur;married;basic.9y;no;;yes;yes;cellular;apr;fri;52;1;;0;nonexistent;no
41;self-employed;married;basic.9y;no;;no;no;cellular;apr;fri;112;1;;1;failure;no
42;admin.;single;high.school;no;;yes;no;cellular;apr;fri;392;1;;0;nonexistent;no
54;blue-collar;married;unknown;unknown;;yes;no;cellular;apr;fri;113;2;;0;nonexistent;no
35;blue-collar;married;basic.4y;no;;yes;no;cellular;apr;fri;119;1;;0;nonexistent;no
28;student;married;university.degree;unknown;;yes;no;telephone;apr;fri;98;1;;0;nonexistent;no
34;entrepreneur;married;university.degree;no;;no;no;cellular;apr;fri;85;1;;1;failure;no
57;blue-collar;married;basic.9y;no;;no;no;cellular;apr;fri;515;1;;0;nonexistent;no
54;services;married;high.school;unknown;;no;no;cellular;apr;fri;402;1;;1;failure;no
54;services;married;high.school;unknown;;no;no;cellular;apr;fri;408;1;;1;failure;no
34;technician;divorced;basic.9y;no;;yes;no;cellular;apr;fri;76;1;;0;nonexistent;no
28;student;married;university.degree;unknown;;no;no;cellular;apr;fri;224;1;;1;failure;no
36;services;married;high.school;unknown;;yes;yes;cellular;apr;fri;294;1;;1;failure;no
54;retired;married;basic.4y;no;;yes;no;cellular;apr;fri;420;1;;0;nonexistent;no
28;student;married;university.degree;unknown;;yes;no;cellular;apr;fri;346;1;;0;nonexistent;no
55;admin.;married;basic.4y;no;;no;no;cellular;apr;fri;198;1;;0;nonexistent;no
34;entrepreneur;married;university.degree;no;;yes;yes;cellular;apr;fri;108;1;;0;nonexistent;no
31;admin.;married;high.school;no;;no;no;cellular;apr;fri;238;1;;1;failure;no
55;admin.;married;basic.4y;no;;yes;no;cellular;apr;fri;548;1;;1;failure;no
59;admin.;divorced;university.degree;no;;yes;no;cellular;apr;fri;416;1;;1;failure;no
35;technician;married;professional.course;no;;yes;no;cellular;apr;fri;86;1;;0;nonexistent;no
48;blue-collar;married;basic.6y;unknown;;no;no;cellular;apr;fri;599;2;;0;nonexistent;no
34;blue-collar;married;basic.9y;no;;yes;no;cellular;apr;fri;210;1;;0;nonexistent;no
39;blue-collar;divorced;basic.6y;no;;yes;no;cellular;apr;fri;344;1;;0;nonexistent;no
34;admin.;married;high.school;no;;yes;yes;cellular;apr;fri;329;1;;0;nonexistent;no
34;self-employed;married;basic.4y;unknown;;yes;no;cellular;apr;fri;236;3;;0;nonexistent;no
32;management;single;university.degree;no;;no;no;cellular;apr;fri;82;1;;1;failure;no
34;management;married;university.degree;no;;yes;no;cellular;apr;fri;416;1;;0;nonexistent;no
38;blue-collar;married;basic.9y;no;;yes;no;cellular;apr;fri;612;1;;1;failure;no
39;management;married;basic.6y;no;;yes;no;cellular;apr;fri;177;1;;0;nonexistent;no
29;admin.;single;university.degree;no;;no;no;cellular;apr;fri;678;1;;0;nonexistent;yes
43;blue-collar;married;basic.6y;no;;no;yes;cellular;apr;fri;150;1;;0;nonexistent;no
35;blue-collar;married;basic.4y;no;;yes;no;cellular;apr;fri;199;2;;1;failure;no
47;blue-collar;married;basic.9y;no;;no;no;cellular;apr;fri;112;1;;0;nonexistent;no
50;management;married;basic.6y;no;;yes;no;cellular;apr;fri;704;2;;0;nonexistent;no
43;blue-collar;married;basic.6y;no;;yes;no;cellular;apr;fri;372;1;;1;failure;no
32;blue-collar;married;basic.9y;no;;no;no;cellular;apr;fri;135;1;;0;nonexistent;no
42;blue-collar;married;basic.4y;no;;yes;no;cellular;apr;fri;486;1;;1;failure;no
32;management;single;university.degree;no;;yes;no;cellular;apr;fri;709;1;;0;nonexistent;yes
50;unemployed;married;basic.4y;unknown;;yes;no;cellular;apr;fri;71;1;;0;nonexistent;no
32;blue-collar;married;basic.9y;no;;no;no;cellular;apr;fri;462;1;;0;nonexistent;no
37;admin.;divorced;high.school;no;;no;no;cellular;apr;fri;156;1;;1;failure;no
35;admin.;married;university.degree;no;;no;no;cellular;apr;fri;203;1;;0;nonexistent;no
35;blue-collar;married;basic.6y;no;;no;no;cellular;apr;fri;77;3;;1;failure;no
36;entrepreneur;married;university.degree;no;;yes;no;cellular;apr;fri;486;2;;0;nonexistent;no
39;admin.;single;high.school;no;;yes;no;cellular;apr;fri;341;1;;0;nonexistent;no
48;services;single;high.school;no;;yes;no;cellular;apr;fri;267;2;;1;failure;no
33;technician;single;high.school;no;;no;no;cellular;apr;fri;1017;1;;0;nonexistent;yes
41;unemployed;married;basic.9y;unknown;;yes;no;telephone;apr;fri;246;1;;1;failure;no
57;services;married;basic.9y;unknown;;yes;no;cellular;apr;fri;185;1;;0;nonexistent;no
36;self-employed;married;basic.9y;no;;yes;no;cellular;apr;fri;313;1;;1;failure;no
35;admin.;single;university.degree;no;;yes;no;cellular;apr;fri;115;1;;0;nonexistent;no
34;blue-collar;married;professional.course;no;;yes;no;cellular;apr;fri;377;1;;0;nonexistent;no
33;blue-collar;married;basic.9y;no;;yes;no;cellular;apr;fri;135;1;;1;failure;no
30;services;single;high.school;unknown;;yes;no;cellular;apr;fri;451;1;;0;nonexistent;no
38;technician;single;university.degree;no;;yes;no;cellular;apr;fri;351;1;;1;failure;no
39;management;married;university.degree;no;;yes;no;cellular;apr;fri;126;1;;0;nonexistent;no
38;technician;single;university.degree;no;;yes;no;cellular;apr;fri;456;1;;1;failure;no
39;management;married;university.degree;no;;yes;no;cellular;apr;fri;306;1;;0;nonexistent;no
25;admin.;single;high.school;no;;no;no;cellular;apr;fri;178;2;;0;nonexistent;no
37;management;married;university.degree;unknown;;no;yes;cellular;apr;fri;76;1;;1;failure;no
37;technician;married;professional.course;no;;no;no;cellular;apr;fri;292;2;;0;nonexistent;no
34;blue-collar;divorced;basic.4y;no;;yes;no;cellular;apr;fri;406;1;;1;failure;no
44;blue-collar;married;basic.6y;no;;no;no;cellular;apr;fri;239;1;;2;failure;no
40;blue-collar;married;basic.9y;no;;yes;no;cellular;apr;fri;514;1;;0;nonexistent;no
43;admin.;single;high.school;no;;no;no;telephone;apr;fri;51;3;;0;nonexistent;no
36;technician;married;professional.course;no;;yes;no;cellular;apr;fri;1095;1;;1;failure;yes
44;blue-collar;married;basic.6y;no;;no;no;cellular;apr;fri;468;1;;0;nonexistent;no
34;technician;divorced;professional.course;no;;yes;no;cellular;apr;fri;172;1;;0;nonexistent;no
34;technician;divorced;professional.course;no;;yes;no;cellular;apr;fri;122;1;;1;failure;no
19;student;single;unknown;no;;yes;no;cellular;apr;fri;452;3;;0;nonexistent;yes
34;technician;divorced;professional.course;no;;no;no;cellular;apr;fri;185;1;;0;nonexistent;no
47;admin.;married;basic.9y;no;;yes;no;cellular;apr;fri;196;1;;0;nonexistent;no
42;admin.;married;high.school;no;;yes;no;cellular;apr;fri;88;1;;0;nonexistent;no
38;technician;single;university.degree;no;;yes;no;cellular;apr;fri;31;3;;1;failure;no
